Es	PPER.3.Nom.Sg.Neut	es
war	VAFIN.3.Sg.Past.Ind	sein
einmal	ADV	einmal
eine	ART.Nom.Sg.Fem	ein
Frau	NN.Nom.Sg.Fem	Frau
,	$,	,
welche	PRELS.Nom.Sg.Fem	welcher
die	ART.Acc.Sg.Fem	der
Angewohnheit	NN.Acc.Sg.Fem	Angewohnheit
hatte	VAFIN.3.Sg.Past.Ind	haben
,	$,	,
an	APPR	an
jedem	PIAT.Dat.Sg.Masc	jeder
Abend	NN.Dat.Sg.Masc	Abend
erst	ADV	erst
dann	ADV	dann
zu	APPR	zu
Bette	NN.Dat.Sg.Neut	Bett
zu	PTKZU	zu
gehen	VVINF.Inf	gehen
,	$,	,
wenn	KOUS	wenn
sie	PPER.3.Nom.Sg.Fem	sie
dreimal	ADV	dreimal
vor	APPR	vor
Müdigkeit	NN.Dat.Sg.Fem	Müdigkeit
hatte	VAFIN.3.Sg.Past.Ind	haben
gähnen	VVINF.Inf	gähnen
müssen	VMINF.Inf	müssen
.	$.	.

