Es	PPER.3.Nom.Sg.Neut	es
war	VAFIN.3.Sg.Past.Ind	sein
einmal	ADV	einmal
ein	ART.Nom.Sg.Masc	ein
alter	ADJA.Pos.Nom.Sg.Masc	alter
Mann	NN.Nom.Sg.Masc	Mann
,	$,	,
der	PDS.Nom.Sg.Masc	der
konnte	VMFIN.3.Sg.Past.Ind	können
kaum	ADV	kaum
gehen	VVINF.Inf	gehen
,	$,	,
seine	PPOSAT.Acc.Pl.Neut	sein
Knie	NN.Acc.Pl.Neut	Knie
zitterten	VVFIN.3.Pl.Past.Ind	zittern
,	$,	,
er	PPER.3.Nom.Sg.Masc	er
hörte	VVFIN.3.Sg.Past.Ind	hören
und	KON	und
sah	VVFIN.3.Sg.Past.Ind	sehen
nicht	PTKNEG	nicht
viel	PIS.*.*.*	viel
und	KON	und
hatte	VAFIN.3.Sg.Past.Ind	haben
auch	ADV	auch
keine	PIAT.Acc.Pl.Masc	kein
Zähne	NN.Acc.Pl.Masc	Zahn
mehr	ADV	mehr
.	$.	.

